,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,text,mark
18,18.0,18.0,18.0,18.0,18.0,2021 ден енды корваткандар лайк❤😍,0
19,19.0,19.0,19.0,19.0,19.0,"Қуып кеткендерғо, даже білімдері жоқ, Білетіні Кафир Тағуд чё это емаа",0
20,20.0,20.0,20.0,20.0,20.0,2 ай отти уже алi сакалы жок жисн го🤣 басталгалы сакал жок .🤣🤣🤣🤣,0
21,21.0,21.0,21.0,21.0,21.0,Динды олай жаман жағынан көрсетпеныздер отыныш дин бул Алланыкы намазға келе алмай жургең бауырлар бул видеоны көрып терыс айналып қашады діңді жиркенышты қып көрсетпеныздер,0
22,22.0,22.0,22.0,22.0,22.0,Буны көрген әиелдер басқаша түсінеді,0
23,23.0,23.0,23.0,23.0,23.0,Хиджаб ол әрі муслыман қызының киімі болып саналады сендер бундай киномен хиджабты жоққа шығарасындар типо тек қана терористтердің әиелі киетін қылып. Өздерің фитня шығарып отсындар,0
24,24.0,24.0,24.0,24.0,24.0,"Кино сымақ.  Дінге зиян әкеліп жатсыңдар. Баяғы намазханды, сақалды жеккөрінішті көрсету. Маңқа фильм",0
25,25.0,25.0,25.0,25.0,25.0,Кино магынасы жақсы екен бырак актерлардын ойнауына жаман күлдім🤣🤣,0
26,26.0,26.0,26.0,26.0,26.0,Сакалды болатын еди не бир сакал жок тук уилеспеиди бет алпеттери,0
27,27.0,27.0,27.0,27.0,27.0,Салафилер таспи устамаитн сиакты еди,0
28,28.0,28.0,28.0,28.0,28.0,"Религия это ЗЛО,придумана что бы одурманивать и держать в узде простых людей.",0
29,29.0,29.0,29.0,29.0,29.0,Тусиниксиз тук кызык емес,0
30,30.0,30.0,30.0,30.0,30.0,"Мына киноны таза дінге күйе жағып түсірген.Болмайды ғо олай.Дінмен ойнамаңдар басқамен ойнасаңдарда.Оданда жалаңаш аруларға насихат түрінде неге бір филм түсірмейді.Әуелі басқаларын түзеп алсын,дін туралы кино түсірмес бұрын.Иманы әлсіздердің дінге деген көзқарасы теріс болып кетеді, нағыз адасу сонда.Кароче кө теріңді қысыңдар!",0
31,31.0,31.0,31.0,31.0,31.0,неболд сонда соғы,0
32,32.0,32.0,32.0,32.0,32.0,мұсұлмандар адам емес!,0
33,33.0,33.0,33.0,33.0,33.0,2021де корип откандар лайе,0
34,34.0,34.0,34.0,34.0,34.0,Соңында жігітке не болады,0
35,35.0,35.0,35.0,35.0,35.0,Кино нақты емес,0
36,36.0,36.0,36.0,36.0,36.0,Оранғанды жек көрем.,0
37,37.0,37.0,37.0,37.0,37.0,Basin simaitin jerge murnindi tikpa degen kalai ketti🤣,0
38,38.0,38.0,38.0,38.0,38.0,Басы жок аягы жок биртурли кино екен,0
39,39.0,39.0,39.0,39.0,39.0,Озин акыл  ойы жок лох биреу екен,0
40,40.0,40.0,40.0,40.0,40.0,"Бул киноны карамандар нагыз адаскан дынсыз кафырлер осылар мусылман Адам тылымен де, колы мен де, зияны тимеу керек.",0
41,41.0,41.0,41.0,41.0,41.0,Дини сауатсыздыктан туындайтын жагдай,0
42,42.0,42.0,42.0,42.0,42.0,Окыган адам булай адаса коймас,0
43,43.0,43.0,43.0,43.0,43.0,"Мурнын сыймайтын жерге басынды тыкпа дегенды керсынше айтты, кате айтты",0
44,44.0,44.0,44.0,44.0,44.0,Ее дит,0
45,45.0,45.0,45.0,45.0,45.0,Булар натури адасушылыкко,0
46,46.0,46.0,46.0,46.0,46.0,Ио базар жок азгырып жатргой,0
47,47.0,47.0,47.0,47.0,47.0,Мына киноу дурыс емес Алладан корыксандаршы кей адамдарды тез алдайсындаргой не керек осындай,0
48,48.0,48.0,48.0,48.0,48.0,Jumistan wigip kettim dese Mawallah deima 😀,0
49,49.0,49.0,49.0,49.0,49.0,"<a href=""https://www.youtube.com/watch?v=s8f-22ctvtU&amp;t=19m04s"">19:04</a> Құран Кәрімде егер мұсылман мұсылманға кәфір десе оның орны тозақта деген 10 жаудың 9 тілден деген ауыздан шыққан әрбір сөзге мұқият болайық ойланып сөйлейік бауырлар 👍😉",0
50,50.0,50.0,50.0,50.0,50.0,30минутым боска кеттиго. Не басы жок не аягы жок. Кормея койындар,0
51,51.0,51.0,51.0,51.0,51.0,Басы бар аягы жок,0
52,52.0,52.0,52.0,52.0,52.0,Астафиралла құдай сақтасын бұл адаскандар ғой 😓😓😭😭😭😭,0
53,53.0,53.0,53.0,53.0,53.0,"Алланың ризығын бұлай жинамайды. Адал тауып, жүрегінде иман  тілінде Алла болу керек. Әлсіз адамдар еріп кетеді.",0
54,54.0,54.0,54.0,54.0,54.0,От,0
55,55.0,55.0,55.0,55.0,55.0,Мән мағынасы жоқ қазақ кино лары,0
56,56.0,56.0,56.0,56.0,56.0,Хайуан ғой бұлар,0
57,57.0,57.0,57.0,57.0,57.0,Субхан алла дей беретиндерды каным суймейды. Бей берекетсиз аитаберетиндер.<br>Озин диндар корсеткиси келедыма. Сондайларды корсем каным басыма шабады. Балагын кыскартып алып сакалын ешки уксатып алып.,0
58,58.0,58.0,58.0,58.0,58.0,Нур.имамдардын уагыздарынын барлыгы болнуды уагыздайд.,0
59,59.0,59.0,59.0,59.0,59.0,Адлет мыкты актер екен,0
60,60.0,60.0,60.0,60.0,60.0,Ислам  Діні  ең  таза дін  ең əділ дін  ең мейірімді дін . Мешіттерден  барып  білім  алуларыныз керек  осылай  адаспас ушін,0
61,61.0,61.0,61.0,61.0,61.0,Қазір де осындай араңдатушы миссионерелер бар го өз ойын жүзеге асырғысы келетін,0
62,62.0,62.0,62.0,62.0,62.0,Жын болып кеттіғо😑,0
63,63.0,63.0,63.0,63.0,63.0,&quot;Еей бассын симайтын жерге мурнынды тыкпай жур&quot; дима😂😂😂😂,0
64,64.0,64.0,64.0,64.0,64.0,КИМ ИСЛАМГА КАРСЫ БОЛСА АЛ АЛЛАХКА КАРСЫ...КИМ АЛЛАХ МЕНЕН  СОГУСАМ ДЕСЕ ОЛ АКМАК...АЛЛАХ БААРЫН БИЛУУЧУ.КОРУУЧУ.,0
65,65.0,65.0,65.0,65.0,65.0,Джихад кинонын аты .жигит жылаганы озин куртады оледи .айелын алады некеге сол досы озиннен адастрган,0
66,66.0,66.0,66.0,66.0,66.0,Намаз оқитындарды көрсеткенше елдегі арын сатып жүргендерге заң коиындарши Акрете бәрі үшін жауап береміз. Оиланындар Пайғамбарымыз.с.а.у. исламды жаман жағын  корсетпеген,0
67,67.0,67.0,67.0,67.0,67.0,Намаз окитындарды н<br>Жаман корсеткенсіздер шариғаты олай көрсетпеніздер,0
68,68.0,68.0,68.0,68.0,68.0,Юсуф мусуф хуюсуф блять бәрін құртты,0
69,69.0,69.0,69.0,69.0,69.0,Блять вербовщик шакал сияқты нағыз шайтан,0
70,70.0,70.0,70.0,70.0,70.0,Бір топ наданның істеген ісін Исламға шапан қылып кейгізе салу барып тұрған опасыздық . Аллаһу Тағала барлығымыздың білімімізді арттырып иманымызды берік қылсын.,0
71,71.0,71.0,71.0,71.0,71.0,Кино қарап комент оқысаң лайк,0
72,72.0,72.0,72.0,72.0,72.0,Мына жерде динди жек кориништи корсетип жиберген СубханАллах,0
73,73.0,73.0,73.0,73.0,73.0,Жеркенышты.....корынеды,0
74,74.0,74.0,74.0,74.0,74.0,НЕДЕГЕН АЛДАУ ВИДЕО САРАЙ ИТТЕРИГО МЫНАЛАР,0
75,75.0,75.0,75.0,75.0,75.0,МУНДАЙ АКЫМАК ВИДЕОНЫ БИРИНШИ РЕТ КОРУИМ,0
76,76.0,76.0,76.0,76.0,76.0,Атырауда тусырыптыго,0
77,77.0,77.0,77.0,77.0,77.0,АстаһфирАллаһ матрудилер негебұлай дінді жаман қылып көрсетуі қоймайсыңдар. Дінге келген адамдар құлпырп жайнап кетуші еді.,0
78,78.0,78.0,78.0,78.0,78.0,"Жок дурыс тусырген,осындай терыс агымда кетып баражаткандар каншама, Алла жар болсын, осындайдан сактасын, адасудан",0
79,79.0,79.0,79.0,79.0,79.0,Суббхан Алла уят мына киноларын я басы жок я аягы жок казактар кинога тусу билмейди,0
80,80.0,80.0,80.0,80.0,80.0,Ассалаумаллейкум уа рахмадуллаху уа баракатух бул ханафи масхаб емес Инш Алла биз ханафи масхабындамыз,0
81,81.0,81.0,81.0,81.0,81.0,Осы оқиға соңы жақсылықпен аяқталғаның көрсету керек еді. Ислам діні 73 тармаққа бөлінеді. Соның біреі түзу жол.,0
82,82.0,82.0,82.0,82.0,82.0,Букил мусилманди жаман кылмай,0
83,83.0,83.0,83.0,83.0,83.0,Осындай отиририк киноны коймандаршы,0
84,84.0,84.0,84.0,84.0,84.0,قال :رسول الله (صل الله عليه و السلام)الجهاد أكبر جهاد نفسه,0
85,85.0,85.0,85.0,85.0,85.0,Белгілері осындай го я мемлекетті мойындамайды я ата ананы заңды салт дәстүрді бәрі діни сауатсыздықтан сондықтан тегін сауатымызды ашайық мешіттен имамдардан,0
86,86.0,86.0,86.0,86.0,86.0,Көрінген адамнан сауат ашпай медресе оқыған  мешіт имам  қызметкелерінен ашайық  әр нәрсенын маманы бар,0
87,87.0,87.0,87.0,87.0,87.0,АстахфирАлла динди неге булай корсетесиздер осыдан кейн ким намазга асгад азгындык калай азайад бауырлар,0
88,88.0,88.0,88.0,88.0,88.0,"Өз нәпсіңмен күресу, ең үлкееен жихад!!!!",0
89,89.0,89.0,89.0,89.0,89.0,қазақтың өзі селемен мұсылман болған оған себеп бар ТЕК ханафи масхабында болған имам Ағзам,0
90,90.0,90.0,90.0,90.0,90.0,Дұрыс дұрыс осындайларды корип не дұрыс не бұрыс екенін білетін боламыз тусіре беріңіздер комментарияларға мән бермеңіздер,0
91,91.0,91.0,91.0,91.0,91.0,5 милеон казакты басын жеген еврейлер туралы казырде бийликтын басын машкевичтерды кино стендер динге жабыспай .мнандай кинога узбекистанда уй жай сыйлыка берды еврей каримов режисерларга сендерде аласындар,0
92,92.0,92.0,92.0,92.0,92.0,Аузбиллах кафир деп койады кафир деп айтуга болмайды намаз окымайтын Адам кафир емес кинакар болады,0
93,93.0,93.0,93.0,93.0,93.0,Акпен караны айыра алмайтын акымак,0
94,94.0,94.0,94.0,94.0,94.0,Акыл томен адамдаргой,0
95,95.0,95.0,95.0,95.0,95.0,Кнбнин заказы емес динди жамандау емес терис агым жонинде корсеткен,0
96,96.0,96.0,96.0,96.0,96.0,Жақсы түскен ойланған адамға менде сондай күи кешкем елдің бәрін кафирге шығарып,0
97,97.0,97.0,97.0,97.0,97.0,"<a href=""https://kaz321.blogspot.com/"">https://kaz321.blogspot.com/</a>",0
98,98.0,98.0,98.0,98.0,98.0,Басы бар аягы жок киногой аягы не болды ким биледи.  Режисерда сенарин жазган адамда куып кеттима киноны кызыкты тусирмеген чиновник дейди чиновник оз кабинети жокпа конторада редавой сотрудниктар сиякты жургой .,0
99,99.0,99.0,99.0,99.0,99.0,Да сектанты небось какиета Который экстремисты который взрывают а нафиг в какуета секту засунут еще Деньгами заманят...,0
100,100.0,100.0,100.0,100.0,,Сирияда болып жатқан соғыс дұрыс соғыс капірлерге тағутарға қарсы соғыс болып жатыр қай ел өзіні мұсылман елміз дес бірақ ол елде шариғат заңымен басқармаса ол елді басқарып жатқандар тағут мүшрік есептеледі,0
101,101.0,101.0,101.0,101.0,,Біреугедін көніліне  күлкі білеуіне мұң ұялататын корініс . Аллах адастырмасын бәрімізде бала бар жаман жазбаныздар,0
102,102.0,102.0,102.0,102.0,,8жыл коршиси сол баягы халатпен жур))),0
103,103.0,103.0,103.0,103.0,,Ои кешириниздер абаиланыздар,0
104,104.0,104.0,104.0,104.0,,Абаила,0
105,105.0,105.0,105.0,105.0,,Қойыңыздар бұл жерде ата ананың түк кінәсі жоқ ол ортаға байланысты олай анасының көзінше айтуға болмайды ана жүрегі көтермейді ондай сөзді оның орнына өздеріңізді қойып көріңіздер обал ғой кім болсада баласын жамандыққа қисын,0
106,106.0,106.0,106.0,106.0,,Алла сактасн,0
107,107.0,107.0,107.0,107.0,,Өздерің жұректерің ненің жақсы жаман екенін біледіғо не дін туралы бастарыңды қатырасыңдар тыныш өмір сүріңдершеіш семіздікті тек қойғана көтерген соны ұмытпаңдар,0
108,108.0,108.0,108.0,108.0,,мəні жоқ мағанасы жоқ.Түсініксіз,0
109,109.0,109.0,109.0,109.0,,Емшегі жабық ана табылмадыма,0
110,110.0,110.0,110.0,110.0,,"Әкен өледі сакал өсірме ,аган өледі мурт өсірме деушеді бурынгы аталар   осындаи пәленін алдын алган екенгой,әдеп гурыпка салтсанага калкалай керек әитпесе  адасамыз ,салт гасырлар бойы сарапталган кодымыз гой осынын кашан кәдіріне жетеміз.",0
111,111.0,111.0,111.0,111.0,,Не басы жок не аягы жок.режисерларымызда бир роликти тусиникте етип тусире алмайды ал киноларды айтпайак койайык,0
112,112.0,112.0,112.0,112.0,,Оданда балык аулап журмисинба рахатко сол,0
113,113.0,113.0,113.0,113.0,,Иман жүректе,0
114,114.0,114.0,114.0,114.0,,Ата анасы кыйын болды аке шеше жылмасын,0
115,115.0,115.0,115.0,115.0,,Бахабист  демендер.,0
116,116.0,116.0,116.0,116.0,,Ай котти кысып жургенге не жетсин,0
117,117.0,117.0,117.0,117.0,,Жазыксыз Ана байгус киналады.,0
118,118.0,118.0,118.0,118.0,,тупой,0
119,119.0,119.0,119.0,119.0,,Құдайым Аллам Жаратқан ием сақтай гөр.,0
120,120.0,120.0,120.0,120.0,,Ана отирик сакал не ол биконсник,0
121,121.0,121.0,121.0,121.0,,Актёрлар емес мыналар мен жаксы ойнаймын ба деп калдым гой,0
122,122.0,122.0,122.0,122.0,,"Омиримде тойдан саркытсыз кайткан аке-шешени кордим,😂",0
123,123.0,123.0,123.0,123.0,,"БАЛАҢА ДІНДІ ӨЗІҢ ҮЙРЕТПЕСЕҢ , ЕРТЕҢ  САУСАҒЫҢДЫ ШАЙНАЙСЫң.",0
124,124.0,124.0,124.0,124.0,,сириямен соғысғанша еліңді қорға арамдар,0
125,125.0,125.0,125.0,125.0,,"Кетші кырткан видео ғой, баскаша тусире алмадындарма ))) ай әйтеуір бурмалап тусиресиндер",0
126,126.0,126.0,126.0,126.0,,"Осындай видиолар көп болса екен,<br>Қайдағы жоқ Америка мен Шет елдің ютубын дамытқанша осы өзіміздің Қазақтың дəрежесін көтерейік,<br>Дұрыс тəрбие бəрі-бəрі ата-анаға байланысты ойнайық бауырлар Сирияға кетіп адаспайықшы,<br>Өзіміздің ата-бабамыз оқыған Намаз жолымен жүрейікші!!!",0
127,127.0,127.0,127.0,127.0,,Ассалаумагалейкум. Мен жакында Араб амирлигинде болдым. Ол жакта биздикилер секилди сакалдарын кылтитып журген мусылман жок.  Бир адам жок балагын кесип журген.,0
128,128.0,128.0,128.0,128.0,,"ЕҢ БИРИНШИ ƏКЕ МЕН АНАСЫ ӨЗДЕРИ АЛЛАНЫҢ ДІНИН БИЛИП ШАРИҒАТПЕН ҰЛ ҚВЗДАРВНА ТƏРБИЕ БЕРИП ӨСИРСЕ БАЛДАРДА ҚЫЗДАРДА БЫЛЫҚҚАДА КУНАЛИ ИСТЕРГЕ ЖАМАНДЫҚТАРҒА АДАСЫП ӨЗГЕЛЕРГЕ ЕРИП КЕТПЕС ЕДИ. АЛЛАНЫҢ ИСЛАМ ДІНИ ОЛ ХАҚ ДІН МЕЙІРІМДІЛІК ПЕН ТЕК БЕЙБІТШИЛИККЕ ШАҚЫРАТЫН ДІН. УАХАБИСТТЕР ӨЗГЕ ҰЛТТАРДЫҢ ТЕРРОРИСТЕРИ ҚАЗАҚТАРДЫҢ ДІНИ БИЛИМСИЗДИГИН АТА АНАНЫҢ БАЛДАРЫН ҚАРАУСЫЗ ҚАЛДЫРҒАНЫН ПАЙДАЛАНЫП ЖАСТАРДЫ АДАСТЫРЫП ӨЗ МУДДЕЛЕРИНЕ ПАЙДАЛАНЫП ЖАТҚАН ИСЛАМ АТЫН ЖАМЫЛҒАН ҚОЙ ТЕРИСИН ЖАМЫЛҒАН ҚАСҚЫРДАЙ ИСЛАМ ДИНИНЕ  ЕШ ҚАТЫСЫ ЖОҚ БАР БОЛҒАНЫ ТЕРРОРИСТТЕРДІҢ САЯСАТЫ. АЛ БИЗДИҢ ЖАСТАРЫМЫЗ АҚИҚАТТЫ АЛЛАНЫҢ ИСЛАМ ДІНИН ІЗДЕП СОЛАРДЫҢ ҚҰРБАНЫ БОЛУДА. ДУНИЕ ЖУЗИНДЕ НЕ БОЛСАДА БАРИ САЯСАТ. СОНДЫҚТАН АРБИР АТА АНА ҰЛ ҚЫЗДАРЫНА ӨЗГЕДЕН УЙРЕНГЕНШЕ ӨЗДЕРИ УЙРЕНИП МЕШИТТЕН ИСЛАМ ДІНИН ИМАМДАРДАН ҚМДБ-НЫҢ ҰЛ ҚЫЗДАРЫНЫҢ ҚҰЛАҒЫНА ҚҰЙЫП САНАЛАРЫНА СИҢИРИП ОТЫРУЛАРЫ КЕРЕК. ИСЛАМ ДІНИН АТА АНАСЫНАН БИЛИП ӨСКЕН БАЛА  ХАҚТЫ ОЛ ЕШҚАШАН ӨЗГЕЛЕРГЕ ЕРИП САЯСАТТЫҢ ҚҰРБАНЫ ТЕРРОРИСТТЕРДИҢ ҚОЛ ШОҚПАРЫ БОЛЫП КЕТПЕЙДИ!!! АРБИР АТА АНА ӨЗ БАЛАСЫНА ЖАУАПТЫ ЕКИ ДУНИЕДЕДЕ ЖАҚСЫҒА УЙРЕТСЕ ЖАҚСЫНЫҢ УЛГИСИ БОЛА АЛСА ЖАҚСЫЛЫҒЫН ЖЕМИСИН КӨРЕДИ ЕШТЕҢЕ УЙРЕТПЕСЕ ЖАҚСЫ УЛГИ БОЛА АЛМАСА ТЕК ЗАРЫН ШЕГЕДИ. АЛЛАҺ ҚАСИЕТТИ ҚҰРАНДА ПЕНДЕЛЕРИН ТЕК ЖАҚСЫЛЫҚҚА БҰЙЫРЫП ҚАНДАЙ БҰЙРЫҚ ҚАНДАЙ ТЫЙЫМ БОЛСАДА, ЖАҚСЫЛЫҚҚА ШАҚЫРЫП ҚАНДАЙ АМАЛ БОЛСАДА БАРЛЫҚ ЖАМАНДЫҚ АТАУЛЫДАН ТЫЙЫП ҚОРҒАП ЕСКЕРТКЕН. ЕГЕР АЙЕЛ АДАМДАРҒА ЖАУЛЫҚ КИУГЕ БУЙЫРСА АЛЛАҺ ҚҰРАНДА БАРЛЫҚ КӨРСЕҚЫЗАРЛЫҚТАН ЗИНАДАН ҚОРҒАУ УШИН. ОДАН ҚОРҚАТЫН ЕШТЕҢЕ ЖОҚ ЖАУЛЫҚ ЖАПСА АРЫН САҚТАП АЛЛАНЫҢ БҰЙРЫҒЫН ОРЫНДАП ЖУР  АЙЕЛ ЗАТЫ. ЕРЛЕР САҚАЛ ҚОЙСА ЕРКЕК ЕКЕНИН АЙЕЛДЕН АЙЫРМАШЫЛЫҒЫ БАР ЕКЕНИН БИЛДИРИП ЖУР АРИНЕ ПАРЫЗ ЕМЕС АМАЛ БИРАҚ САҚАЛ ЕР АДАМНЫҢ ЕРКЕК ЕКЕНИН КӨРСЕТЕДИ. АЙЕЛ АДАМ ЕРКЕККЕ АЛ ЕР КИСИ АЙЕЛ АДАМҒА УҚСАМАУЫ КЕРЕК ИСЛАМ ДИНИНДЕ БАРЛЫҚ АДАМЗАТҚА ТИІСТИ АЙТЫЛҒАН ҚҰРАНДА АЛЛАҺ ЛАҒЫНЕТТЕГЕН ҚАРҒЫС БОЛСЫН ДЕГЕН ЕРКЕККЕ УҚСАП ЖУРГЕН АЙЕЛГЕ. АЙЕЛ КИСИНИҢ ЕР КИСИГЕ УҚСАП ЖУРГЕНГЕ. БҰЛ ЖЕРДЕ ЖУРИС ТУРИСЫ КИІМІ ТУР КЕЛБЕТИ ИС ҚЫЙМЫЛЫ БАРЛЫҒЫ КИРЕД.<br>ИСЛАМ ДІНИНЕ МҰСЫЛМАНДАРҒА ЖАЛА ЖАУЫП ҚАРАЛАП БОСҚА ӨЗДЕРИҢЕ КУНА АРТПАҢДАР АЛЛАҺ ҚҰДИРЕТТИ БАРИН КӨРУШИ БИЛУШІ ЖƏНЕ ЕСТУШИ. ОСЫ ЖАЛҒАН ӨМИРДЕДЕ АХИРЕТТЕ ЕШКИМ ЕШКИМ УШИН ЖАУАП БЕРМЕЙДИ СОНЫ ҰМЫТПАҒАНЫМЫЗ ЖӨН.",0
129,129.0,129.0,129.0,129.0,,مۇسلماندارغا ەڭ قاۋىپتى توپ ناماز وقىماسامدا جۇرەگىم تازا دەيتىن مۇرجي توبى، مۇرجيلار قىبلاغا قاراغان ياھۇدتاندا بەتەر،,0
130,130.0,130.0,130.0,130.0,,Алла ози сактасын сідік ірің иттерден малғұн иттер каншама жазыксыз жастарды құртып өмірлерін сындырып мрази баска елде отырп алып ірітіп шірітіп,0
131,131.0,131.0,131.0,131.0,,"Вахабиттер салафиттердңн ауыздарына ағызып,көттеріне ағаш  тығу керек.",0
132,132.0,132.0,132.0,132.0,,8 аз ондайларга 35 жыл беру керек болмаса манги баки бас бостандығына айыру керек типа такуа сымактар,0
133,133.0,133.0,133.0,133.0,,"Басы жоқ аяғы жоқ ,не қойылым,мағынасы бар бірақ дұрыс жеткізе алмадыңыздар",0
134,134.0,134.0,134.0,134.0,,Сақалдылар мен хиджап тағылар  адасқанда сақалсыздар мен жалаңбастар тура жолдама аузубилла қоғам қашан реттеледі екен,0
135,135.0,135.0,135.0,135.0,,"не увлекайтесь пацаны , это не игрушки",0
136,136.0,136.0,136.0,136.0,,Алла сактасын! жумактын килти ананын аягынын астында жумакты ешкайдан издемендеп дегенгой. каншалыкты аке шешеге ауыр. сондай болсын деп тарбие берген жокгой аке шеше. санасына бермесе аке шешенин жазыгы не. казактар ойланайык.,0
137,137.0,137.0,137.0,137.0,,казак жастары .))) казак елiнiн болашагы екенiмiздi естен шыгармайыкшы.ата анамызды ойлайык.,0
138,138.0,138.0,138.0,138.0,,дұрыс осындайдың алдын алу керек,0
139,139.0,139.0,139.0,,,Сирияда болып жатқан соғыс дұрыс соғыс капірлерге тағутарға қарсы соғыс болып жатыр қай ел өзіні мұсылман елміз дес бірақ ол елде шариғат заңымен басқармаса ол елді басқарып жатқандар тағут мүшрік есептеледі,0
140,140.0,140.0,140.0,,,Біреугедін көніліне  күлкі білеуіне мұң ұялататын корініс . Аллах адастырмасын бәрімізде бала бар жаман жазбаныздар,0
141,141.0,141.0,141.0,,,8жыл коршиси сол баягы халатпен жур))),0
142,142.0,142.0,142.0,,,Ои кешириниздер абаиланыздар,0
143,143.0,143.0,143.0,,,Абаила,0
144,144.0,144.0,144.0,,,Қойыңыздар бұл жерде ата ананың түк кінәсі жоқ ол ортаға байланысты олай анасының көзінше айтуға болмайды ана жүрегі көтермейді ондай сөзді оның орнына өздеріңізді қойып көріңіздер обал ғой кім болсада баласын жамандыққа қисын,0
145,145.0,145.0,145.0,,,Алла сактасн,0
146,146.0,146.0,146.0,,,Өздерің жұректерің ненің жақсы жаман екенін біледіғо не дін туралы бастарыңды қатырасыңдар тыныш өмір сүріңдершеіш семіздікті тек қойғана көтерген соны ұмытпаңдар,0
147,147.0,147.0,147.0,,,мəні жоқ мағанасы жоқ.Түсініксіз,0
148,148.0,148.0,148.0,,,Емшегі жабық ана табылмадыма,0
149,149.0,149.0,149.0,,,"Әкен өледі сакал өсірме ,аган өледі мурт өсірме деушеді бурынгы аталар   осындаи пәленін алдын алган екенгой,әдеп гурыпка салтсанага калкалай керек әитпесе  адасамыз ,салт гасырлар бойы сарапталган кодымыз гой осынын кашан кәдіріне жетеміз.",0
150,150.0,150.0,150.0,,,Не басы жок не аягы жок.режисерларымызда бир роликти тусиникте етип тусире алмайды ал киноларды айтпайак койайык,0
151,151.0,151.0,151.0,,,Оданда балык аулап журмисинба рахатко сол,0
152,152.0,152.0,152.0,,,Иман жүректе,0
153,153.0,153.0,153.0,,,Ата анасы кыйын болды аке шеше жылмасын,0
154,154.0,154.0,154.0,,,Бахабист  демендер.,0
155,155.0,155.0,155.0,,,Ай котти кысып жургенге не жетсин,0
156,156.0,156.0,156.0,,,Жазыксыз Ана байгус киналады.,0
157,157.0,157.0,157.0,,,тупой,0
158,158.0,158.0,158.0,,,Құдайым Аллам Жаратқан ием сақтай гөр.,0
